trade_id,trade_timestamp,trade_date,settlement_date,stock_key,issuer_key,industry_key,sector_key,exchange_key,currency_key,account_key,trader_key,broker_key,buy_sell_flag,execution_venue,order_type,quantity,price_local,gross_amount_local,commission_local,net_amount_local,fx_to_usd,gross_amount_usd,commission_usd,net_amount_usd
T202501100070061110,2025-01-10 23:55:27,2025-01-10,2025-01-14,70,100,8,2,7,5,35,49,5,B,Cross,Limit,300,13.6474,4094.22,0.2,-4094.42,0.737502,3019.5,0.15,-3019.64
T202511080063061111,2025-11-08 19:08:49,2025-11-08,2025-11-10,63,129,9,3,4,3,18,10,5,B,DMA,Arrival,300,47.1403,14142.09,5.75,-14147.84,1.097193,15516.6,6.31,-15522.91
T202503050209061112,2025-03-05 13:06:01,2025-03-05,2025-03-08,209,67,36,10,8,6,18,60,12,S,Algo,Market,1000,235.1592,235159.2,58.84,235100.36,1.169046,274911.92,68.79,274843.14
T202504150144061113,2025-04-15 23:06:12,2025-04-15,2025-04-18,144,234,1,1,6,4,38,39,1,B,Cross,Market,500,33.1418,16570.9,1.06,-16571.96,0.006941,115.02,0.01,-115.03
T202410020346061114,2024-10-02 03:58:21,2024-10-02,2024-10-06,346,152,24,7,10,7,29,36,5,S,Algo,Limit,500,15.319,7659.5,1.94,7657.56,0.094475,723.63,0.18,723.45
T202511010086061115,2025-11-01 11:23:15,2025-11-01,2025-11-03,86,290,17,5,5,3,4,40,9,B,Algo,Limit,500,15.3445,7672.25,1.92,-7674.17,1.116444,8565.64,2.14,-8567.78
T202511170008061116,2025-11-17 07:42:36,2025-11-17,2025-11-21,8,147,2,1,3,2,25,50,9,B,Algo,Limit,1000,26.3001,26300.1,5.31,-26305.41,1.266979,33321.67,6.73,-33328.4
T202512010146061117,2025-12-01 16:56:31,2025-12-01,2025-12-04,146,98,35,10,2,1,35,26,12,B,Algo,Limit,2000,72.7269,145453.8,75.31,-145529.11,1.0,145453.8,75.31,-145529.11
T202411170342061118,2024-11-17 18:09:50,2024-11-17,2024-11-19,342,78,17,5,9,3,11,43,2,B,Cross,Limit,500,13.5027,6751.35,1.91,-6753.26,1.05334,7111.47,2.01,-7113.48
T202407100016061119,2024-07-10 11:16:22,2024-07-10,2024-07-12,16,309,5,2,6,4,32,50,4,B,Algo,Market,80000,84.1278,6730224.0,1875.51,-6732099.51,0.006847,46081.84,12.84,-46094.69
T202406080189061120,2024-06-08 02:40:27,2024-06-08,2024-06-11,189,260,25,7,6,4,31,29,11,S,DMA,Market,100,15.8462,1584.62,0.65,1583.97,0.006933,10.99,0.0,10.98
T202506050375061121,2025-06-05 07:05:27,2025-06-05,2025-06-07,375,107,24,7,7,5,11,2,5,S,DMA,Limit,2000,84.9989,169997.8,14.75,169983.05,0.742987,126306.16,10.96,126295.2
T202408150191061122,2024-08-15 16:06:27,2024-08-15,2024-08-17,191,62,12,3,3,2,22,4,2,B,Algo,Market,20000,88.1144,1762288.0,88.11,-1762376.11,1.228673,2165275.68,108.26,-2165383.94
T202401240008061123,2024-01-24 20:50:37,2024-01-24,2024-01-27,8,147,2,1,3,2,28,59,10,B,DMA,VWAP,100,28.883,2888.3,0.55,-2888.85,1.267311,3660.37,0.7,-3661.07
T202502100306061124,2025-02-10 11:20:31,2025-02-10,2025-02-13,306,318,19,5,3,2,33,26,5,S,Algo,Limit,5000,124.0699,620349.5,124.68,620224.82,1.246797,773449.9,155.45,773294.44
T202504300086061125,2025-04-30 12:48:27,2025-04-30,2025-05-03,86,290,17,5,5,3,22,58,5,S,Voice,Market,100,18.0258,1802.58,0.42,1802.16,1.092825,1969.9,0.46,1969.45
T202502090369061126,2025-02-09 05:36:26,2025-02-09,2025-02-13,369,227,39,11,4,3,23,33,1,B,Voice,VWAP,1000,92.0277,92027.7,41.84,-92069.54,1.097957,101042.46,45.94,-101088.4
T202508310078061127,2025-08-31 10:22:41,2025-08-31,2025-09-03,78,236,2,1,6,4,38,20,5,B,Algo,TWAP,200,78.7718,15754.36,4.11,-15758.47,0.006767,106.61,0.03,-106.64
T202401040081061128,2024-01-04 05:31:49,2024-01-04,2024-01-07,81,82,26,7,5,3,6,37,2,S,Algo,Limit,20000,141.3409,2826818.0,589.28,2826228.72,1.095272,3096134.6,645.42,3095489.18
T202411110181061129,2024-11-11 00:10:53,2024-11-11,2024-11-13,181,318,19,5,3,2,6,22,2,B,DMA,VWAP,3000,33.7205,101161.5,34.67,-101196.17,1.245039,125950.01,43.17,-125993.18
T202409080247061130,2024-09-08 02:39:19,2024-09-08,2024-09-11,247,261,31,9,7,5,12,44,8,S,Algo,Market,200,120.6043,24120.86,6.2,24114.66,0.752232,18144.48,4.66,18139.82
T202411290079061131,2024-11-29 20:44:50,2024-11-29,2024-12-02,79,313,28,8,6,4,29,25,2,S,Voice,Limit,300,6.9743,2092.29,0.55,2091.74,0.006856,14.34,0.0,14.34
T202501300146061132,2025-01-30 04:57:11,2025-01-30,2025-02-02,146,98,35,10,2,1,21,39,11,B,DMA,TWAP,1500,69.8906,104835.9,37.24,-104873.14,1.0,104835.9,37.24,-104873.14
T202503180083061133,2025-03-18 14:13:12,2025-03-18,2025-03-20,83,113,24,7,7,5,9,40,2,B,DMA,Limit,10000,49.3862,493862.0,180.8,-494042.8,0.736695,363825.67,133.19,-363958.86
T202507180116061134,2025-07-18 07:49:14,2025-07-18,2025-07-20,116,263,13,4,7,5,40,48,12,S,DMA,Limit,100,24.2351,2423.51,0.75,2422.76,0.743848,1802.72,0.56,1802.17
T202410120366061135,2024-10-12 04:40:04,2024-10-12,2024-10-14,366,80,11,3,4,3,39,52,1,B,Algo,Limit,10000,69.2559,692559.0,220.17,-692779.17,1.139193,788958.36,250.82,-789209.18
T202510020094061136,2025-10-02 16:45:19,2025-10-02,2025-10-06,94,136,2,1,7,5,35,6,1,S,DMA,Market,100,136.8912,13689.12,2.33,13686.79,0.747254,10229.25,1.74,10227.51
T202512190003061137,2025-12-19 13:11:43,2025-12-19,2025-12-21,3,110,5,2,10,7,36,60,3,S,DMA,Limit,3000,65.2767,195830.1,79.08,195751.02,0.093222,18255.67,7.37,18248.3
T202407210001061138,2024-07-21 11:33:55,2024-07-21,2024-07-24,1,226,29,8,1,1,39,41,5,S,DMA,Limit,10000,24.1047,241047.0,74.88,240972.12,1.0,241047.0,74.88,240972.12
T202510270369061139,2025-10-27 11:17:53,2025-10-27,2025-10-31,369,227,39,11,4,3,39,28,10,S,Algo,TWAP,500,104.7773,52388.65,9.1,52379.55,1.085934,56890.62,9.88,56880.73
T202403010398061140,2024-03-01 16:02:12,2024-03-01,2024-03-05,398,313,28,8,6,4,40,25,1,S,DMA,Market,1000,150.1773,150177.3,35.96,150141.34,0.006689,1004.54,0.24,1004.3
T202408210280061141,2024-08-21 07:08:53,2024-08-21,2024-08-23,280,247,16,4,4,3,25,18,12,S,Voice,Market,1500,264.3308,396496.2,19.82,396476.38,1.112819,441228.5,22.06,441206.45
T202510110121061142,2025-10-11 15:02:15,2025-10-11,2025-10-14,121,207,39,11,5,3,40,11,2,S,Cross,Arrival,5000,82.4081,412040.5,108.14,411932.36,1.105538,455526.43,119.55,455406.88
T202505030008061143,2025-05-03 16:45:49,2025-05-03,2025-05-05,8,147,2,1,3,2,14,3,8,B,Algo,Limit,800,26.0405,20832.4,1.04,-20833.44,1.271226,26482.69,1.32,-26484.01
T202506170258061144,2025-06-17 15:47:52,2025-06-17,2025-06-19,258,12,11,3,4,3,18,21,7,S,Algo,Limit,1000,20.6746,20674.6,9.51,20665.09,1.06075,21930.58,10.09,21920.49
T202502110186061145,2025-02-11 08:44:45,2025-02-11,2025-02-15,186,248,35,10,9,3,27,30,1,S,DMA,Market,800,153.4883,122790.64,43.92,122746.72,1.082413,132910.19,47.54,132862.65
T202401070146061146,2024-01-07 06:37:34,2024-01-07,2024-01-11,146,98,35,10,2,1,27,40,7,S,DMA,Limit,800,76.5883,61270.64,3.91,61266.73,1.0,61270.64,3.91,61266.73
T202507160166061147,2025-07-16 10:51:47,2025-07-16,2025-07-20,166,98,35,10,1,1,7,37,11,B,Algo,Limit,1000,82.3513,82351.3,13.82,-82365.12,1.0,82351.3,13.82,-82365.12
T202504300274061148,2025-04-30 13:46:54,2025-04-30,2025-05-04,274,160,23,6,5,3,22,10,7,S,Cross,Limit,1000,72.6662,72666.2,18.21,72647.99,1.111121,80740.94,20.23,80720.71
T202410010175061149,2024-10-01 14:38:06,2024-10-01,2024-10-03,175,263,13,4,7,5,2,31,1,B,Algo,VWAP,5000,20.8752,104376.0,26.62,-104402.62,0.733594,76569.61,19.53,-76589.14
T202504150079061150,2025-04-15 10:44:31,2025-04-15,2025-04-17,79,313,28,8,6,4,31,48,12,B,DMA,Limit,200,6.2863,1257.26,0.4,-1257.66,0.006812,8.56,0.0,-8.57
T202408100398061151,2024-08-10 12:34:48,2024-08-10,2024-08-12,398,313,28,8,6,4,8,42,10,B,DMA,Market,2000,167.5254,335050.8,16.75,-335067.55,0.006793,2276.0,0.11,-2276.11
T202506250306061152,2025-06-25 16:20:00,2025-06-25,2025-06-29,306,318,19,5,3,2,33,18,8,B,DMA,Arrival,8000,136.3833,1091066.4,412.75,-1091479.15,1.26801,1383483.11,523.37,-1384006.48
T202412290218061153,2024-12-29 20:16:55,2024-12-29,2024-12-31,218,93,1,1,7,5,26,26,2,B,Algo,Market,100,99.0867,9908.67,0.79,-9909.46,0.748522,7416.86,0.59,-7417.45
T202508270004061154,2025-08-27 04:30:57,2025-08-27,2025-08-29,4,192,19,5,7,5,3,59,11,S,Cross,Market,5000,22.5586,112793.0,38.5,112754.5,0.736311,83050.73,28.35,83022.38
T202407090252061155,2024-07-09 23:13:21,2024-07-09,2024-07-11,252,1,31,9,9,3,17,45,4,B,DMA,Limit,10000,59.1729,591729.0,184.11,-591913.11,1.10217,652185.95,202.92,-652388.87
T202404190056061156,2024-04-19 04:41:39,2024-04-19,2024-04-23,56,5,29,8,8,6,26,39,1,S,DMA,Market,3000,38.0381,114114.3,12.96,114101.34,1.137634,129820.31,14.74,129805.56
T202408150209061157,2024-08-15 08:26:11,2024-08-15,2024-08-19,209,67,36,10,8,6,9,55,3,S,DMA,Limit,1500,156.0457,234068.55,40.04,234028.51,1.105661,258800.47,44.27,258756.2
T202409070315061158,2024-09-07 09:07:41,2024-09-07,2024-09-09,315,247,16,4,4,3,10,3,8,S,DMA,Market,20000,136.6093,2732186.0,519.69,2731666.31,1.100625,3007112.22,571.98,3006540.23
T202511030209061159,2025-11-03 00:10:18,2025-11-03,2025-11-06,209,67,36,10,8,6,29,36,9,B,Algo,Market,100,216.3536,21635.36,4.33,-21639.69,1.128838,24422.82,4.89,-24427.7
T202405080201061160,2024-05-08 15:46:44,2024-05-08,2024-05-11,201,319,27,7,11,8,16,33,6,B,Algo,Market,2000,84.801,169602.0,57.49,-169659.49,0.685572,116274.38,39.41,-116313.8
T202507020209061161,2025-07-02 19:58:46,2025-07-02,2025-07-05,209,67,36,10,8,6,19,36,3,B,Algo,Market,1000,190.2699,190269.9,9.51,-190279.41,1.098168,208948.32,10.44,-208958.76
T202506060342061162,2025-06-06 17:48:53,2025-06-06,2025-06-08,342,78,17,5,9,3,32,57,7,B,Cross,Limit,300,13.3748,4012.44,1.7,-4014.14,1.082488,4343.42,1.84,-4345.26
T202411080307061163,2024-11-08 03:36:00,2024-11-08,2024-11-12,307,110,5,2,10,7,29,9,5,B,DMA,Limit,8000,89.6698,717358.4,230.57,-717588.97,0.09414,67532.12,21.71,-67553.83
T202403040217061164,2024-03-04 11:57:06,2024-03-04,2024-03-07,217,104,22,6,4,3,14,21,5,S,Voice,Limit,1000,147.5753,147575.3,38.03,147537.27,1.110823,163930.04,42.24,163887.79
T202403230307061165,2024-03-23 16:18:09,2024-03-23,2024-03-25,307,110,5,2,10,7,2,37,1,S,Cross,Limit,5000,90.6756,453378.0,89.25,453288.75,0.093689,42476.53,8.36,42468.17
T202502010042061166,2025-02-01 12:32:51,2025-02-01,2025-02-05,42,223,2,1,6,4,21,19,5,S,Algo,Limit,1000,39.4352,39435.2,1.97,39433.23,0.006956,274.31,0.01,274.3
T202410290391061167,2024-10-29 11:03:20,2024-10-29,2024-11-01,391,255,16,4,4,3,21,59,8,B,Algo,Arrival,800,83.0894,66471.52,26.47,-66497.99,1.085328,72143.4,28.73,-72172.13
T202409300294061168,2024-09-30 13:49:44,2024-09-30,2024-10-02,294,254,6,2,9,3,15,53,8,S,Algo,Arrival,800,90.0953,72076.24,17.55,72058.69,1.127155,81241.09,19.78,81221.31
T202410290391061169,2024-10-29 17:12:42,2024-10-29,2024-10-31,391,255,16,4,4,3,6,19,10,S,Algo,Market,300,83.1811,24954.33,2.88,24951.45,1.082868,27022.25,3.12,27019.13
T202404290238061170,2024-04-29 14:34:26,2024-04-29,2024-05-02,238,311,34,10,4,3,28,23,5,S,Algo,Arrival,500,214.6014,107300.7,25.34,107275.36,1.024385,109917.23,25.96,109891.27
T202502160216061171,2025-02-16 21:40:57,2025-02-16,2025-02-18,216,109,28,8,6,4,40,29,5,B,Algo,Limit,300,16.3587,4907.61,0.62,-4908.23,0.006708,32.92,0.0,-32.92
T202504070094061172,2025-04-07 13:47:15,2025-04-07,2025-04-09,94,136,2,1,7,5,36,51,7,S,DMA,TWAP,1000,142.7033,142703.3,26.8,142676.5,0.766004,109311.3,20.53,109290.77
T202501200369061173,2025-01-20 11:15:44,2025-01-20,2025-01-22,369,227,39,11,4,3,36,1,6,S,DMA,VWAP,1000,109.5346,109534.6,10.14,109524.46,1.104083,120935.29,11.2,120924.09
T202511160172061174,2025-11-16 06:25:43,2025-11-16,2025-11-18,172,20,7,2,6,4,34,41,7,S,DMA,Limit,2000,132.0771,264154.2,43.95,264110.25,0.006521,1722.55,0.29,1722.26
T202403060307061175,2024-03-06 02:23:02,2024-03-06,2024-03-09,307,110,5,2,10,7,11,6,8,S,Algo,Limit,8000,89.0921,712736.8,55.11,712681.69,0.09236,65828.37,5.09,65823.28
T202503080121061176,2025-03-08 20:22:06,2025-03-08,2025-03-10,121,207,39,11,5,3,30,25,6,S,Algo,Market,2000,88.5105,177021.0,46.2,176974.8,1.090992,193128.49,50.4,193078.09
T202402200244061177,2024-02-20 08:44:24,2024-02-20,2024-02-22,244,298,8,2,5,3,3,60,9,S,Algo,Limit,1500,79.7916,119687.4,30.97,119656.43,1.0613,127024.24,32.87,126991.37
T202506210158061178,2025-06-21 20:53:44,2025-06-21,2025-06-24,158,278,15,4,4,3,13,47,10,B,Algo,VWAP,2000,38.0415,76083.0,20.23,-76103.23,1.089538,82895.32,22.04,-82917.36
T202504140078061179,2025-04-14 01:23:12,2025-04-14,2025-04-18,78,236,2,1,6,4,4,45,12,S,Algo,Limit,300,76.2456,22873.68,1.14,22872.54,0.006649,152.09,0.01,152.08
T202412190238061180,2024-12-19 03:05:56,2024-12-19,2024-12-21,238,311,34,10,4,3,18,19,2,S,Voice,Limit,100,222.7893,22278.93,7.06,22271.87,1.08823,24244.6,7.68,24236.92
T202502160197061181,2025-02-16 22:27:22,2025-02-16,2025-02-19,197,40,32,9,11,8,22,46,8,B,Algo,Market,100000,63.5261,6352610.0,2443.25,-6355053.25,0.653302,4150172.82,1596.18,-4151769.0
T202506040369061182,2025-06-04 03:47:01,2025-06-04,2025-06-06,369,227,39,11,4,3,18,12,7,S,Algo,Market,2000,88.4709,176941.8,44.7,176897.1,1.093176,193428.53,48.86,193379.66
T202509120347061183,2025-09-12 14:02:30,2025-09-12,2025-09-16,347,129,9,3,4,3,33,32,5,B,DMA,Arrival,800,43.7566,35005.28,7.41,-35012.69,1.068939,37418.51,7.92,-37426.43
T202505190148061184,2025-05-19 01:35:15,2025-05-19,2025-05-22,148,285,38,11,4,3,37,36,9,S,Algo,Limit,8000,50.2067,401653.6,84.51,401569.09,1.06685,428504.14,90.16,428413.98
T202506300194061185,2025-06-30 05:04:49,2025-06-30,2025-07-04,194,51,34,10,9,3,2,42,3,S,Voice,Limit,1000,47.756,47756.0,8.15,47747.85,1.072378,51212.48,8.74,51203.74
T202404130218061186,2024-04-13 01:32:44,2024-04-13,2024-04-15,218,93,1,1,7,5,25,32,4,B,DMA,Limit,500,102.5484,51274.2,18.36,-51292.56,0.742901,38091.65,13.64,-38105.29
T202512200311061187,2025-12-20 02:39:27,2025-12-20,2025-12-22,311,250,25,7,9,3,27,4,7,S,Algo,Limit,200,121.3707,24274.14,7.45,24266.69,1.071665,26013.75,7.98,26005.76
T202502170298061188,2025-02-17 11:17:34,2025-02-17,2025-02-21,298,302,22,6,4,3,12,25,1,B,Algo,Arrival,3000,138.611,415833.0,182.6,-416015.6,1.089663,453117.83,198.97,-453316.81
T202408300373061189,2024-08-30 19:58:46,2024-08-30,2024-09-01,373,55,32,9,7,5,5,25,9,S,Voice,Limit,1500,87.0763,130614.45,40.0,130574.45,0.739621,96605.19,29.58,96575.61
T202405190381061190,2024-05-19 17:14:35,2024-05-19,2024-05-22,381,51,34,10,9,3,9,9,7,B,DMA,Arrival,5000,9.6639,48319.5,13.64,-48333.14,1.057968,51120.48,14.43,-51134.92
T202502150042061191,2025-02-15 18:02:46,2025-02-15,2025-02-18,42,223,2,1,6,4,4,30,10,S,Algo,Market,10000,44.1306,441306.0,102.99,441203.01,0.006809,3004.85,0.7,3004.15
T202503070244061192,2025-03-07 20:09:17,2025-03-07,2025-03-11,244,298,8,2,5,3,19,31,9,S,DMA,Limit,1000,84.512,84512.0,24.83,84487.17,1.051583,88871.38,26.11,88845.27
T202403150007061193,2024-03-15 18:02:25,2024-03-15,2024-03-19,7,147,2,1,3,2,38,42,3,S,Algo,Limit,1500,195.2907,292936.05,71.73,292864.32,1.271093,372348.96,91.18,372257.79
T202402010258061194,2024-02-01 18:08:43,2024-02-01,2024-02-03,258,12,11,3,4,3,19,31,11,B,DMA,Market,5000,21.5676,107838.0,9.11,-107847.11,1.068692,115245.61,9.74,-115255.34
T202407130238061195,2024-07-13 00:38:31,2024-07-13,2024-07-17,238,311,34,10,4,3,22,16,3,S,DMA,Market,800,195.4424,156353.92,62.06,156291.86,1.100366,172046.54,68.29,171978.25
T202411080389061196,2024-11-08 02:23:20,2024-11-08,2024-11-12,389,61,20,6,9,3,31,36,8,S,Algo,Limit,20000,11.555,231100.0,74.16,231025.84,1.074852,248398.3,79.71,248318.59
T202404040334061197,2024-04-04 20:36:33,2024-04-04,2024-04-06,334,49,29,8,8,6,24,30,1,B,DMA,Limit,500,34.6409,17320.45,2.06,-17322.51,1.096045,18983.99,2.26,-18986.25
T202503170347061198,2025-03-17 00:39:35,2025-03-17,2025-03-19,347,129,9,3,4,3,18,41,3,B,DMA,Arrival,100,49.231,4923.1,1.18,-4924.28,1.070867,5271.99,1.26,-5273.25
T202405100089061199,2024-05-10 07:21:36,2024-05-10,2024-05-13,89,4,18,5,8,6,26,40,2,B,Algo,VWAP,3000,157.4316,472294.8,68.96,-472363.76,1.114774,526501.96,76.87,-526578.84
T202507190209061200,2025-07-19 16:00:35,2025-07-19,2025-07-23,209,67,36,10,8,6,21,14,1,B,DMA,Market,1000,182.8963,182896.3,78.95,-182975.25,1.134048,207413.18,89.53,-207502.72
T202512130241061201,2025-12-13 00:08:40,2025-12-13,2025-12-17,241,25,4,1,4,3,10,35,11,S,Algo,Market,1500,135.0718,202607.7,67.43,202540.27,1.08576,219983.34,73.21,219910.12
T202402020087061202,2024-02-02 06:59:32,2024-02-02,2024-02-06,87,123,14,4,3,2,38,58,11,S,DMA,Limit,100,18.3041,1830.41,0.29,1830.12,1.263385,2312.51,0.37,2312.15
T202404280381061203,2024-04-28 06:33:41,2024-04-28,2024-05-01,381,51,34,10,9,3,33,23,4,B,Algo,Limit,2000,10.5801,21160.2,6.18,-21166.38,1.085248,22964.06,6.71,-22970.77
T202404170286061204,2024-04-17 10:09:12,2024-04-17,2024-04-19,286,198,28,8,11,8,9,50,8,S,DMA,Arrival,500,53.051,26525.5,8.54,26516.96,0.66622,17671.82,5.69,17666.13
T202409110386061205,2024-09-11 19:07:08,2024-09-11,2024-09-14,386,286,21,6,8,6,29,6,5,B,DMA,Limit,1000,37.0033,37003.3,12.13,-37015.43,1.14721,42450.56,13.92,-42464.47
T202511140393061206,2025-11-14 12:16:36,2025-11-14,2025-11-18,393,10,8,2,8,6,32,59,5,S,Cross,Limit,300,14.3076,4292.28,1.35,4290.93,1.14154,4899.81,1.54,4898.27
T202405300306061207,2024-05-30 07:10:20,2024-05-30,2024-06-02,306,318,19,5,3,2,26,23,5,B,DMA,Market,5000,147.3964,736982.0,91.92,-737073.92,1.261187,929472.12,115.93,-929588.05
T202501270010061208,2025-01-27 22:52:08,2025-01-27,2025-01-29,10,166,15,4,10,7,29,29,8,B,DMA,Market,1000,26.4227,26422.7,1.32,-26424.02,0.098074,2591.38,0.13,-2591.51
T202407140373061209,2024-07-14 16:37:59,2024-07-14,2024-07-17,373,55,32,9,7,5,12,44,11,S,DMA,Arrival,1500,93.1888,139783.2,50.88,139732.32,0.779252,108926.34,39.65,108886.69
T202512170156061210,2025-12-17 11:19:08,2025-12-17,2025-12-20,156,27,36,10,4,3,17,47,8,S,DMA,Limit,2000,140.803,281606.0,29.87,281576.13,1.099243,309553.42,32.83,309520.59
T202507230183061211,2025-07-23 11:20:51,2025-07-23,2025-07-26,183,27,36,10,4,3,37,35,4,B,DMA,Market,20000,64.6615,1293230.0,387.03,-1293617.03,1.095209,1416357.14,423.88,-1416781.01
T202406210244061212,2024-06-21 22:51:57,2024-06-21,2024-06-25,244,298,8,2,5,3,29,55,6,S,Algo,Limit,300,75.1603,22548.09,8.76,22539.33,1.08495,24463.55,9.5,24454.05
T202405100055061213,2024-05-10 17:09:30,2024-05-10,2024-05-12,55,247,16,4,4,3,3,55,9,B,Algo,Arrival,500,72.398,36199.0,11.81,-36210.81,1.0796,39080.44,12.75,-39093.19
T202506270319061214,2025-06-27 17:19:58,2025-06-27,2025-06-30,319,184,38,11,6,4,14,52,6,S,DMA,Market,2000,47.9917,95983.4,11.81,95971.59,0.006988,670.73,0.08,670.65
T202411020368061215,2024-11-02 18:41:40,2024-11-02,2024-11-04,368,217,10,3,8,6,19,40,9,S,Algo,Market,2000,34.0981,68196.2,29.1,68167.1,1.170749,79840.63,34.07,79806.56
T202405220110061216,2024-05-22 17:56:54,2024-05-22,2024-05-25,110,220,17,5,11,8,10,33,10,S,Algo,Limit,3000,148.0716,444214.8,111.39,444103.41,0.662541,294310.52,73.8,294236.72
T202401230176061217,2024-01-23 23:49:08,2024-01-23,2024-01-26,176,273,35,10,5,3,2,17,2,S,DMA,TWAP,500,53.3782,26689.1,9.28,26679.82,1.131082,30187.56,10.5,30177.06
T202510290125061218,2025-10-29 22:50:14,2025-10-29,2025-11-02,125,250,25,7,9,3,18,5,2,S,Algo,Limit,5000,45.2885,226442.5,52.01,226390.49,1.041345,235804.77,54.16,235750.6
T202410210023061219,2024-10-21 11:36:56,2024-10-21,2024-10-23,23,245,18,5,11,8,10,27,1,S,Algo,TWAP,200,116.8028,23360.56,4.96,23355.6,0.686004,16025.44,3.4,16022.04
T202508140253061220,2025-08-14 16:49:02,2025-08-14,2025-08-18,253,223,2,1,6,4,9,24,7,B,Algo,Limit,1000,100.027,100027.0,59.16,-100086.16,0.006903,690.49,0.41,-690.89
T202406110186061221,2024-06-11 23:10:00,2024-06-11,2024-06-14,186,248,35,10,9,3,9,32,2,B,Algo,Arrival,300,149.2887,44786.61,2.31,-44788.92,1.077063,48238.0,2.49,-48240.49
T202503110019061222,2025-03-11 00:37:13,2025-03-11,2025-03-13,19,260,25,7,6,4,26,23,11,B,Algo,Limit,800,152.424,121939.2,37.03,-121976.23,0.007071,862.23,0.26,-862.49
T202411050255061223,2024-11-05 02:53:49,2024-11-05,2024-11-07,255,246,1,1,11,8,7,54,1,B,DMA,Limit,30000,23.1511,694533.0,129.01,-694662.01,0.677174,470319.69,87.36,-470407.05
T202404110043061224,2024-04-11 19:47:16,2024-04-11,2024-04-13,43,135,7,2,10,7,30,11,2,B,Algo,VWAP,10000,132.2529,1322529.0,354.81,-1322883.81,0.096459,127569.82,34.22,-127604.05
T202408010191061225,2024-08-01 03:03:33,2024-08-01,2024-08-05,191,62,12,3,3,2,18,42,4,B,Voice,Limit,2000,79.4112,158822.4,43.76,-158866.16,1.203361,191120.68,52.66,-191173.34
T202503240199061226,2025-03-24 02:25:09,2025-03-24,2025-03-26,199,200,33,9,8,6,29,27,12,B,DMA,Limit,2000,66.9358,133871.6,6.69,-133878.29,1.099548,147198.25,7.36,-147205.61
T202404260115061227,2024-04-26 06:15:08,2024-04-26,2024-04-29,115,310,34,10,6,4,2,23,11,S,DMA,Limit,10000,171.3992,1713992.0,352.42,1713639.58,0.006633,11368.91,2.34,11366.57
T202403110125061228,2024-03-11 09:50:45,2024-03-11,2024-03-15,125,250,25,7,9,3,3,49,4,B,DMA,VWAP,10000,51.111,511110.0,103.85,-511213.85,1.102262,563377.13,114.47,-563491.6
T202403120042061229,2024-03-12 16:13:03,2024-03-12,2024-03-14,42,223,2,1,6,4,35,11,10,B,DMA,Market,10000,38.0525,380525.0,90.59,-380615.59,0.006756,2570.83,0.61,-2571.44
T202512240016061230,2025-12-24 14:18:09,2025-12-24,2025-12-27,16,309,5,2,6,4,15,37,12,S,Algo,Arrival,100000,98.0212,9802120.0,1846.31,9800273.69,0.006944,68065.92,12.82,68053.1
T202505250189061231,2025-05-25 08:59:52,2025-05-25,2025-05-27,189,260,25,7,6,4,17,7,3,B,DMA,Limit,100,15.2395,1523.95,0.48,-1524.43,0.006687,10.19,0.0,-10.19
T202502170083061232,2025-02-17 17:45:39,2025-02-17,2025-02-20,83,113,24,7,7,5,39,29,3,S,Algo,Limit,20000,46.656,933120.0,290.95,932829.05,0.747431,697442.81,217.47,697225.35
T202406270308061233,2024-06-27 08:04:21,2024-06-27,2024-07-01,308,67,36,10,8,6,9,46,10,S,Algo,Market,3000,21.0543,63162.9,25.31,63137.59,1.122316,70888.73,28.41,70860.33
T202507280322061234,2025-07-28 05:46:51,2025-07-28,2025-07-31,322,231,27,7,7,5,33,7,11,S,Voice,Limit,8000,72.8514,582811.2,308.82,582502.38,0.780635,454962.82,241.08,454721.75
T202512150199061235,2025-12-15 14:46:54,2025-12-15,2025-12-18,199,200,33,9,8,6,3,58,4,S,Algo,Limit,200,57.0268,11405.36,3.26,11402.1,1.078936,12305.65,3.52,12302.14
T202401180301061236,2024-01-18 06:22:15,2024-01-18,2024-01-21,301,45,14,4,3,2,4,18,4,B,Algo,Market,2000,133.0385,266077.0,24.12,-266101.12,1.306937,347745.88,31.52,-347777.4
T202512040361061237,2025-12-04 11:04:41,2025-12-04,2025-12-07,361,305,32,9,11,8,38,39,8,S,DMA,Market,300,82.1574,24647.22,5.86,24641.36,0.644552,15886.41,3.78,15882.64
T202501310393061238,2025-01-31 22:48:55,2025-01-31,2025-02-04,393,10,8,2,8,6,26,4,1,B,Algo,Limit,200,14.1703,2834.06,0.79,-2834.85,1.123359,3183.67,0.89,-3184.55
T202501070217061239,2025-01-07 00:36:29,2025-01-07,2025-01-11,217,104,22,6,4,3,1,59,7,S,Algo,Market,1000,144.5614,144561.4,30.71,144530.69,1.113852,161020.0,34.21,160985.8
T202405210138061240,2024-05-21 06:02:01,2024-05-21,2024-05-24,138,302,22,6,4,3,38,13,11,B,Algo,Limit,5000,128.48,642400.0,102.16,-642502.16,1.123279,721594.43,114.75,-721709.18
T202506150149061241,2025-06-15 17:00:26,2025-06-15,2025-06-19,149,141,3,1,11,8,20,26,6,B,DMA,Limit,300,134.3015,40290.45,11.35,-40301.8,0.667696,26901.77,7.58,-26909.35
